"nodegoat ID","Object ID",Name,"Source Object ID","Source Value",Analysis,"MIGMAG Study Region","MIGMAG Study Region - Object ID",Region,"Region - Object ID","Partner Project ID (add GPS location below)","Pleiades Link","DAI Gazetteer Link","ToposText Link","Geography and topography","Geography and topography - Object ID",Notes,"[GPS Location] Sub-Object ID","[GPS Location] Location Reference","[GPS Location] Location Reference - Object ID","[GPS Location] Geometry"
ngIP2I28uIfA2JfIsJh05xfhjIc,12445622,Orchomenos,,,,"Central Greece",11945198,Boiotia,12411990,,https://pleiades.stoa.org/places/540987,https://gazetteer.dainst.org/place/2362182,https://topostext.org/place/385230POrc,Lakeside,13996641,,18639605,,0,"{""type"": ""Point"", ""coordinates"": [22.95950448583707, 38.495081172860296]}"
ngIP2I28uIfA2JfIsJh05xfhjIc,12445622,Orchomenos,,,,"Central Greece",11945198,Boiotia,12411990,,https://pleiades.stoa.org/places/540987,https://gazetteer.dainst.org/place/2362182,https://topostext.org/place/385230POrc,"River valley",13960732,,18639605,,0,"{""type"": ""Point"", ""coordinates"": [22.95950448583707, 38.495081172860296]}"
ngZG6H58lZwR0AwNjZy3mowWaAN,13561665,Aegaeae,,,,"Southern Anatolia",11945195,"Cilicia Pedias",12409558,,https://pleiades.stoa.org/places/658368,,https://topostext.org/place/358368PAeg,Coastal,13960730,"Αἰγαί - Aegeae, coastal settlement, the modern Yumurtalik, Adana, Turkey. Also written as: Aigai(ai). Known for its Asclepius cult.",20627265,,0,"{""type"": ""Point"", ""coordinates"": [35.789487, 36.769676]}"
ngHO2D18tIeZrIeHrIg9rweUiJV,13561021,Adana,,,,"Southern Anatolia",11945195,"Cilicia Pedias",12409558,,https://pleiades.stoa.org/places/648548,https://gazetteer.dainst.org/place/2086370,https://topostext.org/place/370353UAda,"Agricultural plain",13960736,"Ἄδανα - Adana, ancient city of Cilicia, on Saros river, Adana Turkey; also known as Antiochia ad Sarum; perhaps known as Atanija in Hittite sources. Mentioned in Plin. HN 92,4; Steph. Byz. s. v. A",20627268,,0,"{""type"": ""Point"", ""coordinates"": [35.3325011, 36.9949537]}"
ngQX3I08cRnI4RnIaQp8afnRrQk,13560630,Adrassos,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/648549,,https://topostext.org/place/367331UAdr,Uplands,14016048,"Ἀδρασσεὺς - Adrassos, ancient town of Cilicia, modern Balabolu, Karaman, Turkey. Known from Hierocles, Synekdemos 710,6 as a settlement of Roman army veterans. Visible remains on the surface include remains of a Late Roman settlement with two churches, and a large necropolis with different types of tombs, and inscriptions dating from 4th-6th centuries CE.",20627273,,0,"{""type"": ""Point"", ""coordinates"": [33.129851, 36.655564]}"
ngXE6F38jZOPhYuJhXG13muQyYr,12513763,"Koca hoyuk II",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG52,,,,"Agricultural plain",13960736,"Twin-mounded site, seems to have been inhabited from the Chalolithic period until the end of the Iron Age.",20629486,,0,"{""type"": ""Point"", ""coordinates"": [33.126248, 37.212224]}"
ngJQ2J38vJQBuKgJtKi1uygekKX,12150523,Chaironeia,,,,"Central Greece",11945198,Boiotia,12411990,,https://pleiades.stoa.org/places/540701,https://gazetteer.dainst.org/place/2361528,https://topostext.org/place/385228PCha,"River valley",13960732,,18405358,,0,"{""type"": ""Point"", ""coordinates"": [22.83924331317624, 38.495095907698165]}"
ngEL7u08qFbWoFbAoF181tbJfES,12513770,"Koca Hoyuk I",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG59,,,,"Agricultural plain",13960736,,20627254,,0,"{""type"": ""Point"", ""coordinates"": [33.217123, 37.227564]}"
ngCJ6s88oETUmDzGmDb61rzVdDw,12513768,"Kucuk Houyuk",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG57,,,,"Agricultural plain",13960736,"3ha mound, inhabited from the Chalcolithic to the end of the Middle Bronze Age. Location approximate.",20630422,,0,"{""type"": ""Point"", ""coordinates"": [33.138573, 37.213835]}"
ngPW8f18bPGHbQmBzPI9cemYqQj,13657281,Atarneus,,,,"Western Anatolia",11945194,Aiolis,12409581,,https://pleiades.stoa.org/places/550469,https://gazetteer.dainst.org/place/2110916,,"River valley",13960732,"A settlement located in the northwest Kaykos (modern Bakırçay) River valley.",20055214,,0,"{""type"": ""Point"", ""coordinates"": [26.920452117919922, 39.09123329649225]}"
ngBI6r78nDITlCyJlDK51qyacCv,12513767,"Miledana (Masara) Hoyuk",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG56,,,,,,"Mound c. 6 ha in size, located just to the north of the village of Bolukyazi. Sherds suggest habitation from the LBA through to the Roman period.",20629482,,0,"{""type"": ""Point"", ""coordinates"": [33.104654, 37.219004]}"
ngVC6D18hVCN2WsHfVO95ksuwWp,12513761,"Asar Tepe (Asarlik)",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG50,,,,,,"Recorded under the name Gaferiyat by Mellaart 1963, 209. The mound is in Kazimkarabekir town centre, and almost entirely covered by modern buildings. Only a few scattered pottery sherds suggest Byzantine and Medieval occupation.",20627301,,0,"{""type"": ""Point"", ""coordinates"": [32.956581120961346, 37.23149014561579]}"
ngWD6E28iWNO4XtqgXv0gltLxXK,12513762,"Ilisra Hoyuk",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG51,,,,,,"Regularly-shaped circular mound, located at the northern edge of Yollarbasi village to the east of Kazimkarabekir. Sherds suggest inhabitation from Middle Iron Age to the Byzantine period (there are some sherds of potentially LBA date also, but the date of these is not certain). The mound itself has been damaged by modern buildings, a water reservoir, and a pool. It has been suggested that this was the site of Lystra, a site visited by St Paul, although most believe this to have been located at Hatunsaray, some 90km to the north.",20627305,,0,"{""type"": ""Point"", ""coordinates"": [33.026797, 37.197755]}"
ngAH6I68mBHSkBxAkAT4kpxzbAu,12513766,"Degle (Binbir Kilise)",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG55,https://pleiades.stoa.org/places/648587,,,,,"Late Roman village on the slopes of Karadag, including domestic houses, cisterns, churches, and necropoleis. Documented by Carl Holzmann in late 19th century, Gertrude Bell in early 20th, and then excavated by William Mitchell Ramsapy in 1907, with follow up art historical work done in the 1970s by Semavi Eyice.

Survey by TKAP in 2018 revealed sherds of Middle and Late Iron Ages. Gertrude Bell mentioned the existence of a Luwian rock cut double-throne near one of the churches, but this has not yet been identified. 

""In   front   of  church   No.  35  is  a  quaint  monument  cut   out of  the  native  rock,  which  protrudes  a  little  above the  ground.Though  a  good  deal  dilapidated,  it  has  the  form  of  a  double throne;  and I  feel  no doubt that  it  is an  old Anatolian  religious monument,  the  chair  of  the  god and  the  goddess  (Fig.  150).    A rock  monument,  on  the  N.  side  of  the  church,  seems  to  be  a tomb,  whose   original   sacred   character   was   preserved   underChristian  form  in Byzantine  time.    The  church  may  confidently be  taken  as the  Christian  substitute for  an  older pagan  shrine."" (Ramsay and Bell 1909. p511).",20627280,,0,"{""type"": ""Point"", ""coordinates"": [33.1674148, 37.4384689]}"
ngZG6H58lAwRjAwDjZ63lowuaZN,12513765,"Madensehri II",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG54,,https://gazetteer.dainst.org/place/2196428,,,,,20627283,,0,"{""type"": ""Point"", ""coordinates"": [33.17405, 37.44226]}"
ngXE3B78jZEP8YurhZG58muwyYr,13560437,Lyrbe/Seleukeia,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/638970,,https://topostext.org/place/369315ULyr,,,"Λύρβη - Lyrbe/Seleukeia, City of Pamphylia N of Bucakşeyhler, Antalya, Turkey",20627279,,0,"{""type"": ""Point"", ""coordinates"": [31.475921, 36.873988]}"
ngWD3A68iYNO7XtOgWP47ltXxXq,13560636,Arsinoe,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/648571,,https://topostext.org/place/361330UArs,,,"Ἀρσινόη - Arsinoe, harbor town in Cilicia, Kaledibi, Mersin, Turkey",20627271,,0,"{""type"": ""Point"", ""coordinates"": [33.031246, 36.094697333333]}"
ngBI6v78nBSTmCyPlBK58qywcBP,13560467,Iotape,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/648650,https://gazetteer.dainst.org/place/2289376,https://topostext.org/place/363322UIot,,,"Ἰωτάπη - Iotape, port town of Cilicia, briefly part of Commagene, modern Aytap,",20627275,,0,"{""type"": ""Point"", ""coordinates"": [32.236803264273, 36.319955378017]}"
ngKR5W08wKxC3LhGuKT80zhLlKe,13560450,Syedra,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/648783,,https://topostext.org/place/364321USye,,,"Σύεδρα - Syedra, coastal town of Pamphylia SE of Alanya, Antalya Turkey
Site in Cilicia Aspera near Demirtaş, 15 km SE of Alanya; the hill itself is called Asar Tepe. The ancient name survives in the neighboring Sedra and Sedra Çayi. The city is mentioned by Lucan (Phars. 8.259), and is listed in Ptolemy, Hierokles, and the Notitiae, but has no other history. (The conjectural emendation of Arsinoe to Syedra in Strabo 669 is to be rejected.) The coinage runs from Tiberius to Gallienus. The ruins are extensive but overgrown. The city wall, of large squared blocks, is well preserved, especially on the SE, but the other remains seem all to be later. On the E slope are the foundations of a temple, roughly constructed of reused stones and originally veneered. A tower on the summit, a large church, and numerous other walls and buildings may be seen among the overgrowth, and many inscriptions are built into them; over a dozen of these record agonistic victories. The necropolis lay to the S, between city and sea, but it has been destroyed. (The Princeton Encyclopedia of Classical Sites)",20627276,,0,"{""type"": ""Point"", ""coordinates"": [32.14768516559, 36.445967152475]}"
ngFM4J58rFMX7GcJpG638ucagHT,13560445,Side,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/639105,https://gazetteer.dainst.org/place/2069804,https://topostext.org/place/368314PSid,,,"Σίδη - Side, Classical to Roman polis, Side in Pamphylia (SW Turkey)",20627277,,0,"{""type"": ""Point"", ""coordinates"": [31.394088500000002, 36.772309]}"
ngDK4D38pFKVqEaDnDc15saEeEx,13560443,Etenna,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/638832,,https://topostext.org/place/370314UEte,,,"Ἐτεννεῖς - Etenna, city of Pisidia, modern Sirtkoy, Antalya, Turkey
Town in Pamphylia or Pisidia, 22 km N of Manavgat. Polybios (5.73.3) records that Etenna in 218 B.C. furnished 8000 troops to Garsyenis; he speaks of it as lying in the Pisidian mountain country above Side. It is not mentioned again before the Council of Ephesos in A.D. 341. There is, however, a handsome silver coinage of the 4th c. B.C., and the bronze coins extend from the 1st c. B.C. to the 3d c. A.D. The site at Sirt is determined by the preponderance of coins of Etenna found there, and confirmed by sherds of the Classical period—such sherds being very rare on the inland sites of this region. The previous location of Etenna at Gölcük, farther E beyond the river Melas, is thus disqualified.
The ruins occupy the slopes of a steep hill some 250 m high, N of the village. The ring wall, of irregular ashlar of good quality, is standing in part; the S slope, less steep than the others, is covered with overgrown remains of buildings for the most part unidentifiable. They include however a church, a rock-cut reservoir, and a roofed cistern; a spring of good water supplies the village below. On the N slope are numerous rock-cut tombs, said to number 52 in all. Two statues of women, about life-size, are lying on the hillside, and some half-dozen inscriptions of the Roman period have been seen. There is no theater, and no temple has been recognized. (The Princeton Encyclopedia of Classical Sites)",20627278,,0,"{""type"": ""Point"", ""coordinates"": [31.442749999999997, 36.9973045]}"
ngDK6t98pEqVoEatnDM72saIeER,12513769,"Delikli Hoyuk",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG58,,,,,,,20627253,,0,"{""type"": ""Point"", ""coordinates"": [33.198798, 37.213202]}"
ngYF6G48kZvQ9ZvUiZH2lnvDzAM,12513764,"Delicay Hoyuk",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG53,,,,,,,20627084,,0,"{""type"": ""Point"", ""coordinates"": [33.16708915634081, 37.16558764111322]}"
ngFM7z18rFsX1GcTpFe96ucSgHT,12513771,"Kibris Kanas Hoyuk",,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,LG60,,,,,,,,,,
ngUB6C08gUrM1VrkeVN8ejrtvUo,12513760,Tekirköy,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,LG49,,,,,,"Mound or Hoyuk early bronze, middle bronze, late bronze, middle or late iron, hellenistic or roman, byzantine olive groves or fruit trees coastal plain, valley exit visible shallow slope Soil on site (colour, type): Yellowish brown, humid (near a canal), pebbles, small stones

Erosion & site condition: Badly damaged with terracing for olive trees, water pipe lines, construction & even a cemetery

Surroundings (vegetation, environment, slope): Silifke-Mersin road & a water canal to the N, cemetery on its NW, houses on its E with orchards surrounding it. 

Other comments/points of interest: A site first recorded by Mellaart & French. This multiperiod mound was badly damaged in the past for terracing & for building houses. The material is predominantly Hellenistic & Roman with a strong MIA/LIA existence. There are few earlier materials but these indicate LBA (RLWMW?) & EBA sherd examples. 
(Can this be URA?)",18691069,,0,"{""type"": ""Point"", ""coordinates"": [34.00276353, 36.37696003]}"
ngRY5D78dReJ2SopbSK5bgoGsRF,12513757,Mucuktepe,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,LG46,,,,,,"Mound or Hoyuk, Kale or castle middle or late iron, hellenistic or roman, byzantine    Soil on site (colour, type): light yellowish brown, limestone pieces, large rocks, sandy soil with pebbles

Erosion & site condition: Badly eroded hill, machinery used to terrace the slopes, orchards at N side. 

Surroundings (vegetation, environment, slope): The site is very close to Göksu River with a good view of Görmuttepe, Attepe & the Köselerli area. The south side is arid but the rest of the area has orchards.

Other comments/points of interest: A small late Roman/Byzantine site at castle on top of a natural high hill overlooking the Göksu River. A rectangular depression on top may be have been used as a cistern. Some sherds from the lower slopes seem to be MIA/LIA.",18691066,,0,"{""type"": ""Point"", ""coordinates"": [33.38343591, 36.58095145]}"
ngPW5B58bQmHaQmTzP63bemkqRD,12513755,Selamlıtepe,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,LG44,,,,,,"Mound or Hoyuk early bronze, byzantine, medieval, post-medieval olive groves or fruit trees Hilltop, River valley, river visible steep slope Soil on site (colour, type): Light yellowish brown with limestone pieces & pebbles; slightly sandy

Erosion & site condition: Badly eroded, lots of pits & terracing work. A cemetery on the South slope & side. A track goes to the summit. Terraced on the S & E sides.

Surroundings (vegetation, environment, slope): Olive groves & orchards on the E & N side, a pump station as the NW side, a cemetery at the S side. Göksu River to the W.

Other comments/points of interest: A shallow mound on top of a natural hill by the E banks of River Göksu. The mound has almost completely eroded but the material suggest the existence of a Byzantine & later settlement. Some finds may also be EBA (& even Chalcolithic). The mounds of Attepe & Görmuttepe are visible as the hill has a good view of this part of the valley.",18691064,,0,"{""type"": ""Point"", ""coordinates"": [33.38213243, 36.62716638]}"
ngQX5C68cRXIbRnQaSJ4cfnVrRE,12513756,"Örentepe II",,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,LG45,,,,,,"Pottery scatter hellenistic or roman, byzantine Agricultural River valley, valley exit visible Flat Soil on site (colour, type): light brown, lots of small stones & pebbles

Erosion & site condition: This was a ploughed agricultural field between a mosque & a house with orchards behind. 

Surroundings (vegetation, environment, slope): A mosque at the SE & a house at the NE corner. Village road to the East & orchards to the west.

Other comments/points of interest: An agricultural field in a village with few Late Roman & Byzantine sherds. It is approximately 150m North of Örentepe (I).",18691065,,0,"{""type"": ""Point"", ""coordinates"": [33.4206247, 36.62627044]}"
ngTA5B98fTgL2UqLdVM7giqkuUn,12513759,Karakız,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,LG48,,,,,,"Pottery scatter, Metallurgical remains neolithic, early bronze, middle or late iron, hellenistic or roman, byzantine   shallow slope Soil on site (colour, type): yellowish brown, pebbles & small stones, limestone pieces

Erosion & site condition: Human disturbance; tracks & shelters, agricultural activities & soil erosion

Surroundings (vegetation, environment, slope): Agricultural fields, vineyards, marks of streams. Karacaoğlan village to the North

Other comments/points of interest: A site recorded earlier by the museum with a small stone age that looks Neolithic. The site is wide & located between two hills, spreading on shallow slopes. The obscured material was predominantly Byzantine & Roman; some Hellenistic, some possibly MIA/LIA & some few EBA sherds. Lots of glass sherds, some metal objects, 2 slags and one marble piece indicate that there was a littersite. Site here during the Late Roman & Byzantine period.",18691068,,0,"{""type"": ""Point"", ""coordinates"": [33.72999001, 36.66024072]}"
ngNU5V38zPUF5OkRxNm16ckioOB,12513753,Kızıldağ,,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG42,,,,,,"Ruin(s), Rock-cut monument, Inscription late bronze, early iron, middle or late iron, hellenistic or roman Agricultural Hilltop steep slope Soil on site (colour, type): light brown, volcanic (reddish) rocks, pebbles

Erosion & site condition: Rocks falling off the slopes, soil erosion at certain points, area around monuments damaged by looters

Surroundings (vegetation, environment, slope): A dried lake to its West, arid fields to its South, agricultural fields to its east & a village & a quarry to its North

Other comments/points of interest: A famous site (a volcanic hill) with a king's image carved on a rock at the W Slope (Hartapus). A Luwian inscription & a Greek inscription near the monuments damaged by looters in the 1980s. Another Luwian inscription near a rock cut step at the summit (W side). Remains of a fortification wall visible at the summit. The sherds are mostly MIA/LIA & Hellenistic/Roman but also some LBA & Byzantine material.
Two rock cut chambers also exist on the W side, one South of the Hartapus monument, one at the bottom.",18691062,,0,"{""type"": ""Point"", ""coordinates"": [33.07052171, 37.50505056]}"
ngBI4F18nCyT4CyXlDU96qyUcCv,12512041,Kolybrassos,,,,"Southern Anatolia",11945195,"Cilicia Aspera",12409559,,https://pleiades.stoa.org/places/638931,,,,,,18690274,,0,"{""type"": ""Point"", ""coordinates"": [31.958073333332997, 36.732398]}"
ngOV5A48aPbGyPlKyPn24dlLpOC,12513754,"Mezelli Höyük",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG43,,,,,,"Mound or Hoyuk middle or late iron, hellenistic or roman, byzantine Agricultural Hilltop steep slope Soil on site (colour, type): Yellowish brown, volcanic rocks, pebbles

Erosion & site condition: Soil erosion, rocks falling off the edges

Surroundings (vegetation, environment, slope): Kızıldağ to the N, agricultural fields to the E, W & S has arid fields

Other comments/points of interest: A mound attached to the Southern edge of Kızıldağ. This was probably a settlement related to the fortification on top of Kızıldağ & the rock cut chambers might be contemporary with the site. The pottery is predominantly Hellenistic/Roman but there are some Byzantine material (tiles etc.) & some MIA/LIA sherds.",18691063,,0,"{""type"": ""Point"", ""coordinates"": [33.06962523, 37.50218475]}"
ngLS5X18xLSD3MiXvNU9vaigmLZ,12513751,"Sisan Höyük",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG40,,,,,,"Mound or Hoyuk early bronze, middle bronze, early iron, middle or late iron, hellenistic or roman, byzantine, medieval Agricultural Lowland plain shallow slope Soil on site (colour, type): light yellowish brown, sandy, pebbles

Erosion & site condition: Human disturbance, some soil erosion, plenty of robber pits.

Surroundings (vegetation, environment, slope): The mound is surrounded with agricultural fields on its E, W & S side. The N side has empty, arid areas; one spring at NE & the N side was used for sand acquisition.

Other comments/points of interest: The multiperiod mound is actually consisted of several mounds with one big central mound. The main mound seems to have Iron Age, Roman & Hellenistic material & maybe some EBA & MBA material. The smaller mound at the SW corner had plenty of rooftiles & is predominantly Byzantine. One glazed sherd might be medieval.",18691060,,0,"{""type"": ""Point"", ""coordinates"": [33.18012728, 37.33707073]}"
ngMT5Y28yMDE5NjgwNl07bjdnMg,12513752,"Dinek Höyük",,,,"Southern Anatolia",11945195,"Konya Plain",12513775,LG41,,,,,,"Mound or Hoyuk middle or late iron, hellenistic or roman, byzantine Agricultural Lowland plain shallow slope Soil on site (colour, type): Sandy yellowish brown soil with some small stones

Erosion & site condition: The Site is well protected except a mosque built in the 1960s damaged the E top side.

Surroundings (vegetation, environment, slope): The mound is located at the centre of a village.

Other comments/points of interest: The mound seems to contain MIA/LIA & later material but as the whole surface was covered with shrubs & bushes the visibility was low & only a few sherds could be collected.",18691061,,0,"{""type"": ""Point"", ""coordinates"": [33.24860534, 37.3847201]}"
ngYF3C88kAFQ1ZvGiZH60nvpzZs,12486338,Temesa,,,,"Southern Italy",11945197,Calabria,12409562,,https://pleiades.stoa.org/places/452469,https://gazetteer.dainst.org/place/2749884,https://topostext.org/place/390162UTem,,,"Also known as Tempsa.",18673797,,0,"{""type"": ""Point"", ""coordinates"": [16.159633, 39.036454]}"
ngGN7a28sGdYtHdYqHf05vdfhHa,12433172,Achaia,,,,None,11945199,Peloponnese,12409563,,https://pleiades.stoa.org/places/570028,https://gazetteer.dainst.org/place/2070090,,,,,20626145,,0,"{""type"": ""Point"", ""coordinates"": [22.224585911364, 38.102121472776]}"
ngLS2H58xLiDyMiZvMU35aiQmMZ,13961225,Krisa,,,,"Central Greece",11945198,Phokis,12409569,,https://pleiades.stoa.org/places/540889,https://gazetteer.dainst.org/place/2361965,https://topostext.org/place/384225UKri,,,"Daulios, the founder of Metapontion (according to Ephorus fr. 141), was tyrant of Krisa",20626138,,0,"{""type"": ""Point"", ""coordinates"": [22.4519405, 38.4470395]}"
ngFM4F58rHMX0GcJpF63qucYgGz,13954845,Attaleia,,,,"Western Anatolia",11945194,Lydia,12409557,,https://pleiades.stoa.org/places/550472,,,Hillside,13960731,"Located in hills of northern Lydia.",20626139,,0,"{""type"": ""Point"", ""coordinates"": [27.891043, 39.0714023]}"
ngYF3C88kYlQ2ZvKiAR6jnvNzZM,13954838,Hierakome,,,,"Western Anatolia",11945194,Lydia,12409557,,https://pleiades.stoa.org/places/550578,,,"Agricultural plain",13960736,"Located in north-western Lydia.",20626141,,0,"{""type"": ""Point"", ""coordinates"": [27.787742, 38.756891]}"
ngTA3L38fVAL3UqLdVM18iqYuVH,13954833,Hyrkanis,,,,"Western Anatolia",11945194,Lydia,12409557,,https://pleiades.stoa.org/places/550588,,,Hillside,13960731,"Located in north-western Lydia.",20626142,,0,"{""type"": ""Point"", ""coordinates"": [27.667099000000004, 38.667539]}"
ngSZ5E88eSZK2TpKcUL6chpHtTG,13809558,Boukolion,,,,"Western Anatolia",11945194,Lydia,12409557,,https://pleiades.stoa.org/places/550487,,,"Agricultural plain",13960736,"A small settlement by Thyaira, located by the southernmost spurs of the Tmolos.",20626143,,0,"{""type"": ""Point"", ""coordinates"": [27.714734, 38.136201]}"
ngMT2E68yOTE0NjAwNl41bjNnMg,12486326,Arikia,,,,None,11945199,"Central Italy",12409580,,https://pleiades.stoa.org/places/422844,https://gazetteer.dainst.org/place/2072670,https://topostext.org/place/417127UAri,"Agricultural plain",13960736,"Also known as Aricia (Latin) and Ariccia (modern).",20626144,,0,"{""type"": ""Point"", ""coordinates"": [12.673347150000001, 41.72139965]}"
ngXE3B78jXuPkYunhYQ5kmuGyYr,12375037,Ambelikou-Aletri,,,,None,11945199,Cyprus,12409560,,,https://gazetteer.dainst.org/place/2176867,,Hillside,13960731,"Location approximate.",18545024,,0,"{""type"": ""Point"", ""coordinates"": [32.80396, 35.1203]}"
ngZG6H58lAGR0AwRjAy35owAaAt,12378465,Tragana,,,,"Central Greece",11945198,"East Lokris",12414605,,,https://gazetteer.dainst.org/place/2124337,,"River valley",13960732,"The site was uncovered during rescue excavations in private lands at the southern end of the modern village.",18574689,,0,"{""type"": ""Point"", ""coordinates"": [23.11667, 38.61667]}"
ngZG6H58lAGR0AwRjAy35owAaAt,12378465,Tragana,,,,"Central Greece",11945198,"East Lokris",12414605,,,https://gazetteer.dainst.org/place/2124337,,"Agricultural plain",13960736,"The site was uncovered during rescue excavations in private lands at the southern end of the modern village.",18574689,,0,"{""type"": ""Point"", ""coordinates"": [23.11667, 38.61667]}"
ngSZ5E88eSfKdTpKcUL60hpntSG,12512858,"Megaplatanos - Palaiokastra",,,,"Central Greece",11945198,"East Lokris",12414605,,,https://gazetteer.dainst.org/place/2127237,,Hillside,13960731,,18690225,,0,"{""type"": ""Point"", ""coordinates"": [23.0, 38.68333]}"
ngSZ5E88eSfKdTpKcUL60hpntSG,12512858,"Megaplatanos - Palaiokastra",,,,"Central Greece",11945198,"East Lokris",12414605,,,https://gazetteer.dainst.org/place/2127237,,"River valley",13960732,,18690225,,0,"{""type"": ""Point"", ""coordinates"": [23.0, 38.68333]}"
ngEL7u08qFbWoFbAoFX84tbzfGS,12512070,"Martino - Palaiochori",,,,"Central Greece",11945198,"East Lokris",12414605,,,https://gazetteer.dainst.org/place/2781999,,Hillside,13960731,"The site is situated on the hill of Palaiokastro or Palaiochori, immediately to the East of the modern village of Martino.",18689549,,0,"{""type"": ""Point"", ""coordinates"": [23.21381, 38.5685]}"
ngJQ2J38vJQBvKgdtLC17ygWkJX,12521823,"Bademgediği Tepe",,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2043817,,Hillside,13960731,"The settlement is located above the site of Metropolis.",18702173,,,
ngUB0M88gUBM1VroeV960jrDvUo,13144108,Altınkum,,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2228804,,Hillside,13960731,"Located in the south-western tip of the Milesian peninsula.",19284409,,0,"{""type"": ""Point"", ""coordinates"": [27.28786, 37.35765]}"
ngUB0M88gUBM1VroeV960jrDvUo,13144108,Altınkum,,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2228804,,Coastal,13960730,"Located in the south-western tip of the Milesian peninsula.",19284409,,0,"{""type"": ""Point"", ""coordinates"": [27.28786, 37.35765]}"
ngZG3D98lAQRjAwRjAS7lowMaAN,13008939,Sarıkemer,,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2191146,,Hillside,13960731,"A mound located north of the Milesian peninsula on the western spurs of the Latmos. In pre-Roman era, the mound would have been located very close to the Maiandros River delta.",19212806,,0,"{""type"": ""Point"", ""coordinates"": [27.36667, 37.55]}"
ngZG3D98lAQRjAwRjAS7lowMaAN,13008939,Sarıkemer,,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2191146,,"River valley",13960732,"A mound located north of the Milesian peninsula on the western spurs of the Latmos. In pre-Roman era, the mound would have been located very close to the Maiandros River delta.",19212806,,0,"{""type"": ""Point"", ""coordinates"": [27.36667, 37.55]}"
ngWD1I08iWNO3XtKgXF81ltJxHK,13008910,"Ta Marmara",,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2108025,,Hillside,13960731,"Located on the eastern edge of the Milesian peninsula on the hill of Yayvan Tepe in the vicinity of modern Akbük.",20572036,,,
ngWD3A68iYDOgXtmgYF40ltXxXq,12991336,"Miletos - Zeytintepe",,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2757415,,Hillside,13960731,"Hill located the southwest of the ancient city of Miletos.",19198987,,0,"{""type"": ""Point"", ""coordinates"": [27.3, 37.5]}"
ngWD3A68iYDOgXtmgYF40ltXxXq,12991336,"Miletos - Zeytintepe",,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2757415,,Coastal,13960730,"Hill located the southwest of the ancient city of Miletos.",19198987,,0,"{""type"": ""Point"", ""coordinates"": [27.3, 37.5]}"
ngNU0F18zNaFyOklxPG91ckioPB,12979501,"Poseidion - Cape Monodendri",,,,"Western Anatolia",11945194,Ionia,12409555,,,https://gazetteer.dainst.org/place/2100764,,Hillside,13960731,"Area on the southwestern tip of the Milesian peninsula, in the vicinity of the altar of Poseidon.",19189644,,0,"{""type"": ""Point"", ""coordinates"": [27.276944000000004, 37.512222]}"
